
[00:00:00.000 --> 00:00:01.400]   Message publicitaire.
[01:17:27.720 --> 01:17:28.840]   ou sous son contrôle
[01:17:28.840 --> 01:17:29.900]   soit 10 millions de dollars
[01:17:29.900 --> 01:17:31.180]   le crime ne paie pas
[01:17:31.180 --> 01:17:32.080]   a souligné le juge
[01:17:32.080 --> 01:17:32.900]   et ça c'est une phrase
[01:17:32.900 --> 01:17:33.720]   d'Adrien à la base
[01:17:33.720 --> 01:17:34.640]   le crime ne paie pas
[01:17:34.640 --> 01:17:35.880]   produit à partir
[01:17:35.880 --> 01:17:36.940]   de la sève brute d'érable
[01:17:36.940 --> 01:17:37.520]   le liquide doré
[01:17:37.520 --> 01:17:37.940]   est très sucré
[01:17:37.940 --> 01:17:39.180]   populaire surtout au Québec
[01:17:39.180 --> 01:17:40.420]   et fabriqué là-bas
[01:17:40.420 --> 01:17:41.820]   mais il existe aussi
[01:17:41.820 --> 01:17:42.540]   de gros producteurs
[01:17:42.540 --> 01:17:43.280]   dans les provinces voisines
[01:17:43.280 --> 01:17:44.220]   dont le nouveau Brunswick
[01:17:44.220 --> 01:17:45.020]   j'aurais pu me passer
[01:17:45.020 --> 01:17:46.140]   de cette dernière information
[01:17:46.140 --> 01:17:47.520]   j'avoue l'avoir découvert
[01:17:47.520 --> 01:17:49.360]   en même temps que je vous la lisais
[01:17:49.360 --> 01:17:49.580]   mais
[01:17:49.580 --> 01:17:50.920]   ça ne dit même pas pourquoi
[01:17:50.920 --> 01:17:51.660]   c'est une série Netflix
[01:17:51.660 --> 01:17:52.380]   en même temps un peu
[01:17:52.380 --> 01:17:53.520]   bah là franchement
[01:17:53.520 --> 01:17:55.140]   une revente de sirop d'érable
[01:17:55.140 --> 01:17:56.500]   c'est assez fou
[01:17:56.500 --> 01:17:58.740]   des questions du coup
[01:17:58.740 --> 01:17:59.720]   que les auditeurs
[01:17:59.720 --> 01:18:00.500]   ont posées
[01:18:00.500 --> 01:18:02.040]   à nos amis invités
[01:18:02.040 --> 01:18:02.240]   alors
[01:18:02.240 --> 01:18:03.700]   vous n'êtes pas là gratuitement
[01:18:03.700 --> 01:18:04.560]   enfin si d'ailleurs
[01:18:04.560 --> 01:18:05.280]   vous êtes là gratuitement
[01:18:05.280 --> 01:18:06.020]   je vous ai payé le déj
[01:18:06.020 --> 01:18:07.060]   le dîner mais c'est tout
[01:18:07.060 --> 01:18:07.940]   vous êtes là pour parler
[01:18:07.940 --> 01:18:08.700]   c'était déjà beaucoup
[01:18:08.700 --> 01:18:09.460]   c'est déjà pas mal
[01:18:09.460 --> 01:18:10.060]   et puis tu nous offres
[01:18:10.060 --> 01:18:10.880]   quand même le toit
[01:18:10.880 --> 01:18:11.820]   vous venez nous parler
[01:18:11.820 --> 01:18:12.880]   d'Hippocampe
[01:18:12.880 --> 01:18:13.080]   alors
[01:18:13.080 --> 01:18:14.400]   le petit truc
[01:18:14.400 --> 01:18:15.220]   c'est Sébastien qui va en parler
[01:18:15.220 --> 01:18:16.900]   non non mais
[01:18:16.900 --> 01:18:18.120]   déjà Hippocampe
[01:18:18.120 --> 01:18:19.080]   est-ce qu'on peut raconter
[01:18:19.080 --> 01:18:19.620]   comment
[01:18:19.620 --> 01:18:21.380]   peut-être pas forcément
[01:18:21.380 --> 01:18:22.040]   de quoi ça parle
[01:18:22.040 --> 01:18:22.760]   mais c'est-à-dire
[01:18:22.760 --> 01:18:23.340]   c'est sur Youtube
[01:18:23.340 --> 01:18:24.120]   normalement actuellement
[01:18:24.120 --> 01:18:25.140]   si c'est pas le cas
[01:18:25.140 --> 01:18:26.100]   dans les jours qui viennent
[01:18:26.100 --> 01:18:26.740]   oui très
[01:18:26.740 --> 01:18:28.780]   l'épisode sort lundi
[01:18:28.780 --> 01:18:29.520]   pour être tout à fait net
[01:18:29.520 --> 01:18:29.920]   avec toi
[01:18:29.920 --> 01:18:30.360]   donc voilà
[01:18:30.360 --> 01:18:31.140]   lundi
[01:18:31.140 --> 01:18:32.000]   lundi qui vient
[01:18:32.000 --> 01:18:33.340]   soit c'est sorti
[01:18:33.340 --> 01:18:34.240]   soit il est sorti
[01:18:34.240 --> 01:18:35.320]   soit ce sera cette semaine
[01:18:35.320 --> 01:18:35.660]   en tout cas
[01:18:35.660 --> 01:18:36.720]   il y a une partie des tipeurs
[01:18:36.720 --> 01:18:37.480]   des tipeurs
[01:18:37.480 --> 01:18:38.460]   des kiss kiss bankers
[01:18:38.460 --> 01:18:39.460]   ils ont pu le voir
[01:18:39.460 --> 01:18:40.540]   ils ont accès à un lien
[01:18:40.540 --> 01:18:42.100]   oui il y a un lien avant-première
[01:18:42.100 --> 01:18:42.940]   que je vais envoyer
[01:18:42.940 --> 01:18:43.300]   demain
[01:18:43.300 --> 01:18:44.300]   voilà donc tous les gens
[01:18:44.300 --> 01:18:44.720]   qui ont donné
[01:18:44.720 --> 01:18:45.380]   alors pas
[01:18:45.380 --> 01:18:46.580]   non c'est seulement
[01:18:46.580 --> 01:18:48.120]   100 personnes
[01:18:48.120 --> 01:18:49.420]   je pense qu'ils vont le voir
[01:18:49.420 --> 01:18:50.960]   et l'avant-première
[01:18:50.960 --> 01:18:51.520]   est demain
[01:18:51.520 --> 01:18:52.100]   exactement
[01:18:52.100 --> 01:18:52.900]   mais alors pour revenir
[01:18:52.900 --> 01:18:54.200]   avant de raconter un peu
[01:18:54.200 --> 01:18:55.580]   ce qu'est le moyen métrage
[01:18:55.580 --> 01:18:56.900]   effectivement tu l'as financé
[01:18:56.900 --> 01:18:58.000]   c'est un court métrage
[01:18:58.000 --> 01:18:58.700]   ah c'est un court métrage
[01:18:58.700 --> 01:18:59.300]   il dure combien de temps
[01:18:59.300 --> 01:19:00.040]   il dure
[01:19:00.040 --> 01:19:01.220]   33 minutes
[01:19:01.220 --> 01:19:02.320]   ah donc ça rentre dans le court
[01:19:02.320 --> 01:19:02.820]   pour moi tu vois
[01:19:02.820 --> 01:19:03.200]   j'aurais dit moins
[01:19:03.200 --> 01:19:03.680]   pour le coup
[01:19:03.680 --> 01:19:04.260]   33 minutes
[01:19:04.260 --> 01:19:05.140]   euh ouais
[01:19:05.140 --> 01:19:06.080]   non mais comme quoi
[01:19:06.080 --> 01:19:07.540]   et le truc c'est que
[01:19:07.540 --> 01:19:08.500]   tu l'as financé
[01:19:08.500 --> 01:19:09.520]   en partie
[01:19:09.520 --> 01:19:10.700]   avec du financement participatif
[01:19:10.700 --> 01:19:11.400]   bah pas en partie
[01:19:11.400 --> 01:19:12.060]   que comme ça
[01:19:12.060 --> 01:19:12.520]   ah d'accord
[01:19:12.520 --> 01:19:13.220]   à 100%
[01:19:13.220 --> 01:19:14.260]   à 100% ouais
[01:19:14.260 --> 01:19:14.640]   d'accord
[01:19:14.640 --> 01:19:15.920]   ouais il n'y avait pas de
[01:19:15.920 --> 01:19:17.920]   on a essayé de trouver d'autres
[01:19:17.920 --> 01:19:20.100]   des partenariats et tout
[01:19:20.100 --> 01:19:20.600]   et puis ça
[01:19:20.600 --> 01:19:21.960]   ça n'a pas fonctionné
[01:19:21.960 --> 01:19:22.300]   donc
[01:19:22.300 --> 01:19:23.360]   alors sans trop en dire
[01:19:23.360 --> 01:19:24.160]   de quoi ça parle
[01:19:24.160 --> 01:19:25.220]   pour donner un peu
[01:19:25.220 --> 01:19:25.880]   donner envie
[01:19:25.880 --> 01:19:26.860]   c'est toujours une phrase un peu nulle
[01:19:26.860 --> 01:19:27.620]   mais en tout cas pour
[01:19:27.620 --> 01:19:29.020]   comment tu l'as vendu
[01:19:29.020 --> 01:19:29.720]   au
[01:19:29.720 --> 01:19:30.660]   au kiss kiss banker
[01:19:30.660 --> 01:19:33.040]   ah t'aimes pas du tout
[01:19:33.040 --> 01:19:33.460]   le pêcher
[01:19:33.460 --> 01:19:34.260]   moi je déteste
[01:19:34.260 --> 01:19:34.480]   parler
[01:19:34.480 --> 01:19:35.560]   ah ouais c'est très compliqué
[01:19:35.560 --> 01:19:37.300]   ça parle de beaucoup de choses
[01:19:37.300 --> 01:19:37.700]   je crois
[01:19:37.700 --> 01:19:38.400]   bah peut-être que oui
[01:19:38.400 --> 01:19:39.280]   dis-nous juste les thèmes
[01:19:39.280 --> 01:19:40.120]   de quoi ça parle
[01:19:40.120 --> 01:19:42.160]   ça parle de
[01:19:42.160 --> 01:19:43.760]   c'est
[01:19:43.760 --> 01:19:44.820]   ça parle de deuil
[01:19:44.820 --> 01:19:45.320]   je pense
[01:19:45.320 --> 01:19:45.660]   d'accord
[01:19:45.660 --> 01:19:46.360]   mais d'un
[01:19:46.360 --> 01:19:48.600]   on est sur une première étape
[01:19:48.600 --> 01:19:48.920]   ouais
[01:19:48.920 --> 01:19:49.980]   parce que c'est beaucoup d'étapes
[01:19:49.980 --> 01:19:50.220]   le deuil
[01:19:50.220 --> 01:19:52.340]   ça parle de croyance
[01:19:52.340 --> 01:19:53.460]   et de non-croyance
[01:19:53.460 --> 01:19:55.080]   ça parle d'une histoire d'amour
[01:19:55.080 --> 01:19:55.920]   ça parle de
[01:19:55.920 --> 01:19:56.620]   comment un couple
[01:19:56.620 --> 01:19:57.440]   traverse
[01:19:57.440 --> 01:19:59.400]   cette épreuve
[01:19:59.400 --> 01:20:00.540]   et
[01:20:00.540 --> 01:20:03.320]   et des angoisses
[01:20:03.320 --> 01:20:04.160]   que ça va générer
[01:20:04.160 --> 01:20:04.680]   mais tu vois
[01:20:04.680 --> 01:20:05.420]   ça donne déjà envie
[01:20:05.420 --> 01:20:06.320]   t'as même pas besoin
[01:20:06.320 --> 01:20:07.080]   de pitcher l'histoire
[01:20:07.080 --> 01:20:08.060]   je sais pas si ça donne envie
[01:20:08.060 --> 01:20:08.860]   mais je crois que ça parle
[01:20:08.860 --> 01:20:09.500]   à peu près de ça
[01:20:09.500 --> 01:20:09.980]   bah oui
[01:20:09.980 --> 01:20:10.440]   absolument
[01:20:10.440 --> 01:20:11.060]   et ça donne envie
[01:20:11.060 --> 01:20:11.560]   je peux te le dire
[01:20:11.560 --> 01:20:12.220]   moi j'ai pas encore vu
[01:20:12.220 --> 01:20:13.000]   le court-métrage
[01:20:13.000 --> 01:20:13.920]   et ça donne envie
[01:20:13.920 --> 01:20:14.480]   ça donne envie
[01:20:14.480 --> 01:20:16.320]   alors vous avez travaillé ensemble
[01:20:16.320 --> 01:20:17.520]   déjà par le passé
[01:20:17.520 --> 01:20:18.000]   et d'ailleurs
[01:20:18.000 --> 01:20:19.500]   avec la mini-élite
[01:20:19.500 --> 01:20:21.020]   avec la mini-élite
[01:20:21.020 --> 01:20:21.580]   il y avait moi dedans
[01:20:21.580 --> 01:20:23.520]   vous autour de la table
[01:20:23.520 --> 01:20:24.600]   ça vous est déjà arrivé aussi
[01:20:24.600 --> 01:20:25.440]   ce truc là
[01:20:25.440 --> 01:20:28.040]   d'être passé à côté
[01:20:28.040 --> 01:20:29.080]   d'une histoire d'amour
[01:20:29.080 --> 01:20:30.360]   qui aurait pu arriver
[01:20:30.360 --> 01:20:30.720]   ouais
[01:20:30.720 --> 01:20:31.280]   ouais
[01:20:31.280 --> 01:20:32.620]   moi
[01:20:32.620 --> 01:20:33.880]   c'était
[01:20:33.880 --> 01:20:35.060]   ouais
[01:20:35.060 --> 01:20:36.440]   il y a un peu
[01:20:36.440 --> 01:20:37.120]   moins de
[01:20:37.120 --> 01:20:37.760]   20 ans
[01:20:37.760 --> 01:20:38.160]   je dirais
[01:20:38.160 --> 01:20:39.960]   en gros
[01:20:39.960 --> 01:20:41.020]   j'étais en
[01:20:41.020 --> 01:20:42.540]   enfin en gros
[01:20:42.540 --> 01:20:43.600]   une copine à moi
[01:20:43.600 --> 01:20:44.660]   qui venait
[01:20:44.660 --> 01:20:45.380]   d'Orléans
[01:20:45.380 --> 01:20:47.980]   elle avait dit
[01:20:47.980 --> 01:20:49.900]   ah j'ai une copine
[01:20:49.900 --> 01:20:50.300]   d'Orléans
[01:20:50.300 --> 01:20:50.980]   qui vient à Paris
[01:20:50.980 --> 01:20:51.260]   machin
[01:20:51.260 --> 01:20:52.140]   et donc avec
[01:20:52.140 --> 01:20:53.000]   des amis
[01:20:53.000 --> 01:20:53.580]   un groupe d'amis
[01:20:53.580 --> 01:20:54.700]   il y avait donc
[01:20:54.700 --> 01:20:55.240]   cette meuf là
[01:20:55.240 --> 01:20:56.400]   et j'avais vraiment
[01:20:56.400 --> 01:20:58.120]   kiffé cette meuf
[01:20:58.120 --> 01:20:58.360]   et
[01:20:59.080 --> 01:21:00.300]   bon après elle était repartie
[01:21:00.300 --> 01:21:01.140]   et en fait c'est une meuf
[01:21:01.140 --> 01:21:02.320]   que je voyais jamais du coup
[01:21:02.320 --> 01:21:02.800]   et
[01:21:02.800 --> 01:21:04.020]   là où c'était un peu compliqué
[01:21:04.020 --> 01:21:04.880]   c'est que en gros
[01:21:04.880 --> 01:21:07.160]   mon seul lien avec elle
[01:21:07.160 --> 01:21:08.080]   c'était potentiellement
[01:21:08.080 --> 01:21:09.940]   cette copine là
[01:21:09.940 --> 01:21:10.880]   mais qui était
[01:21:10.880 --> 01:21:11.420]   elle
[01:21:11.420 --> 01:21:12.260]   amoureuse de moi
[01:21:12.260 --> 01:21:13.480]   donc je pouvais pas lui dire
[01:21:13.480 --> 01:21:14.860]   bourreau des coeurs
[01:21:14.860 --> 01:21:15.720]   mets une cagoule
[01:21:15.720 --> 01:21:17.280]   donc je pouvais pas dire
[01:21:17.280 --> 01:21:18.340]   ouais tu peux lui dire
[01:21:18.340 --> 01:21:18.820]   que je l'aime bien
[01:21:18.820 --> 01:21:20.040]   parce que c'était délicat
[01:21:20.040 --> 01:21:20.520]   vis-à-vis d'elle
[01:21:20.520 --> 01:21:21.800]   parce que ça lui aurait fait de la peine
[01:21:21.800 --> 01:21:22.280]   bien sûr
[01:21:22.280 --> 01:21:23.060]   et
[01:21:23.060 --> 01:21:24.940]   oui c'était il y a 20 ans
[01:21:24.940 --> 01:21:25.780]   donc il n'y a pas d'insta
[01:21:25.780 --> 01:21:26.660]   il n'y a pas de
[01:21:26.660 --> 01:21:26.960]   voilà
[01:21:26.960 --> 01:21:27.960]   il n'y a rien du tout
[01:21:27.960 --> 01:21:28.520]   et
[01:21:29.080 --> 01:21:30.120]   et donc c'est une meuf
[01:21:30.120 --> 01:21:31.660]   j'ai dû la voir
[01:21:31.660 --> 01:21:32.760]   une ou deux fois
[01:21:32.760 --> 01:21:33.100]   peut-être
[01:21:33.100 --> 01:21:33.840]   dans ma vie
[01:21:33.840 --> 01:21:34.120]   tu vois
[01:21:34.120 --> 01:21:34.460]   et
[01:21:34.460 --> 01:21:36.460]   et j'étais vraiment bloqué
[01:21:36.460 --> 01:21:38.040]   oui
[01:21:38.040 --> 01:21:38.980]   ton programme court
[01:21:38.980 --> 01:21:40.100]   ça va Florent
[01:21:40.100 --> 01:21:40.680]   là pour le coup
[01:21:40.680 --> 01:21:41.760]   j'ai fait zéro mimique
[01:21:41.760 --> 01:21:42.260]   et
[01:21:42.260 --> 01:21:43.640]   et j'étais vraiment
[01:21:43.640 --> 01:21:44.240]   mais
[01:21:44.240 --> 01:21:45.680]   vraiment déprimé quoi
[01:21:45.680 --> 01:21:46.460]   c'est à dire que je me disais
[01:21:46.460 --> 01:21:47.460]   bah super quoi
[01:21:47.460 --> 01:21:48.600]   il y a une meuf qui me plaît
[01:21:48.600 --> 01:21:50.400]   mais en fait je pourrais jamais rien faire
[01:21:50.400 --> 01:21:51.560]   et
[01:21:51.560 --> 01:21:53.540]   et vraiment ça me
[01:21:53.540 --> 01:21:55.240]   ça me minait énormément quoi
[01:21:55.240 --> 01:21:56.240]   et
[01:21:56.240 --> 01:21:57.120]   et ce qui en fait
[01:21:57.120 --> 01:21:58.540]   ce qui est drôle entre guillemets
[01:21:58.540 --> 01:21:59.060]   c'est que
[01:21:59.060 --> 01:22:00.200]   mais qui
[01:22:00.200 --> 01:22:01.240]   rétrospectivement
[01:22:01.240 --> 01:22:01.780]   me ressemble
[01:22:01.780 --> 01:22:03.140]   un peu malheureusement
[01:22:03.140 --> 01:22:03.860]   c'est que
[01:22:03.860 --> 01:22:04.640]   j'ai un pote qui m'a dit
[01:22:04.640 --> 01:22:04.980]   ouais
[01:22:04.980 --> 01:22:06.080]   parce que j'ai un pote
[01:22:06.080 --> 01:22:07.580]   qui a vu que j'étais triste
[01:22:07.580 --> 01:22:08.600]   et qui m'a dit
[01:22:08.600 --> 01:22:10.920]   si tu veux moi j'essaye d'avoir des infos
[01:22:10.920 --> 01:22:12.460]   sans dire que ça vient de toi quoi
[01:22:12.460 --> 01:22:13.400]   et
[01:22:13.400 --> 01:22:14.180]   il m'a dit
[01:22:14.180 --> 01:22:15.120]   ouais bah en fait
[01:22:15.120 --> 01:22:16.380]   elle a un mec maintenant
[01:22:16.380 --> 01:22:17.660]   et c'était des conneries
[01:22:17.660 --> 01:22:18.560]   non non c'était vrai
[01:22:18.560 --> 01:22:19.120]   mais
[01:22:19.120 --> 01:22:20.140]   moi ça aurait dû
[01:22:20.140 --> 01:22:21.800]   on pourrait croire que du coup
[01:22:21.800 --> 01:22:23.440]   ça m'a plongé encore plus dans la dépression
[01:22:23.440 --> 01:22:24.900]   mais en fait ça m'a
[01:22:24.900 --> 01:22:25.720]   libéré
[01:22:25.720 --> 01:22:27.020]   en fait le fait que ce soit pas possible
[01:22:27.020 --> 01:22:27.560]   ouais
[01:22:27.560 --> 01:22:28.500]   je me suis dit bon bah voilà
[01:22:28.500 --> 01:22:29.040]   non mais c'est marrant
[01:22:29.040 --> 01:22:30.400]   parce qu'en quoi ça serait pas possible
[01:22:30.400 --> 01:22:31.700]   oui bah
[01:22:31.700 --> 01:22:32.880]   bah parce que
[01:22:32.880 --> 01:22:33.940]   bah parce que t'es avec quelqu'un
[01:22:33.940 --> 01:22:35.180]   bah déjà que c'était pas possible
[01:22:35.180 --> 01:22:35.500]   ouais
[01:22:35.500 --> 01:22:36.700]   donc en plus
[01:22:36.700 --> 01:22:37.960]   ça arrive dans l'argument
[01:22:37.960 --> 01:22:38.540]   moi dans ma tête
[01:22:38.540 --> 01:22:39.600]   en tout cas moi dans ma tête
[01:22:39.600 --> 01:22:40.440]   c'était genre bon bah voilà
[01:22:40.440 --> 01:22:41.220]   écoute elle a un mec
[01:22:41.220 --> 01:22:41.780]   donc du coup
[01:22:41.780 --> 01:22:42.880]   donc t'as laissé tomber
[01:22:42.880 --> 01:22:43.900]   elle est ici quoi
[01:22:43.900 --> 01:22:44.940]   non mais vraiment instantanément
[01:22:44.940 --> 01:22:45.740]   c'était genre bon bah voilà
[01:22:45.740 --> 01:22:46.560]   écoute au moins
[01:22:46.560 --> 01:22:49.100]   je sais que t'apprêtes qu'il la quitte
[01:22:49.100 --> 01:22:49.740]   ou qu'elle le quitte
[01:22:49.740 --> 01:22:50.220]   et là d'un coup
[01:22:50.220 --> 01:22:51.360]   tu serais retongé
[01:22:51.360 --> 01:22:52.900]   il y a une suite à cette histoire
[01:22:52.900 --> 01:22:53.680]   oh la la
[01:22:53.680 --> 01:22:55.080]   je suis pendu à tes lèvres
[01:22:55.080 --> 01:22:55.120]   c'est que
[01:22:55.120 --> 01:22:56.320]   il y a
[01:22:56.320 --> 01:22:57.640]   ah si retire-moi moi cette corde
[01:22:57.640 --> 01:22:57.980]   je sais pas
[01:22:57.980 --> 01:22:59.460]   il y a 4-5 ans
[01:22:59.460 --> 01:22:59.900]   ouais
[01:22:59.900 --> 01:23:02.220]   elle m'a envoyé un mail
[01:23:02.220 --> 01:23:02.740]   cette meuf
[01:23:02.740 --> 01:23:04.240]   pour me dire
[01:23:04.240 --> 01:23:04.540]   ah ouais
[01:23:04.540 --> 01:23:05.340]   et c'est là
[01:23:05.340 --> 01:23:06.560]   c'est pour me
[01:23:06.560 --> 01:23:07.040]   une
[01:23:07.040 --> 01:23:08.920]   enfin j'ai dit une lettre
[01:23:08.920 --> 01:23:09.380]   un mail t'as dit
[01:23:09.380 --> 01:23:09.700]   un mail
[01:23:09.700 --> 01:23:10.340]   c'était un mail
[01:23:10.340 --> 01:23:12.180]   un mail très long
[01:23:12.180 --> 01:23:13.360]   où elle explique qu'en fait
[01:23:13.360 --> 01:23:14.120]   elle elle me
[01:23:14.120 --> 01:23:15.500]   elle m'aimait bien à l'époque
[01:23:15.500 --> 01:23:15.780]   et tout
[01:23:15.780 --> 01:23:16.160]   ah c'est fou
[01:23:16.160 --> 01:23:16.940]   et qu'elle disait
[01:23:16.940 --> 01:23:18.860]   bah voilà moi j'ai des gosses
[01:23:18.860 --> 01:23:20.300]   je viens de me faire quitter par mon mec
[01:23:20.300 --> 01:23:20.620]   et tout
[01:23:20.620 --> 01:23:21.280]   il s'appelle Adrien
[01:23:21.280 --> 01:23:21.880]   Adrien 2
[01:23:21.880 --> 01:23:22.460]   Adrien 3
[01:23:22.460 --> 01:23:23.340]   non
[01:23:23.340 --> 01:23:23.940]   et elle dit
[01:23:23.940 --> 01:23:25.560]   et je suis dans une phase
[01:23:25.560 --> 01:23:25.800]   où
[01:23:25.800 --> 01:23:26.300]   je
[01:23:26.300 --> 01:23:27.640]   du coup
[01:23:27.640 --> 01:23:27.860]   j'ai
[01:23:27.860 --> 01:23:29.160]   enfin je
[01:23:29.160 --> 01:23:31.020]   dis aux gens que j'aimais bien
[01:23:31.020 --> 01:23:31.540]   que je le dis
[01:23:31.540 --> 01:23:32.440]   et du coup bah voilà
[01:23:32.440 --> 01:23:32.920]   à l'époque
[01:23:32.920 --> 01:23:34.160]   je te kiffais machin
[01:23:34.160 --> 01:23:34.920]   oh revoilà
[01:23:34.920 --> 01:23:37.460]   et du coup moi ça m'a
[01:23:37.460 --> 01:23:39.180]   bah j'étais en couple à l'époque
[01:23:39.180 --> 01:23:39.560]   bah ouais ouais
[01:23:39.560 --> 01:23:39.880]   et depuis bon
[01:23:39.880 --> 01:23:41.680]   c'était tellement il y a longtemps
[01:23:41.680 --> 01:23:41.860]   et tout
[01:23:41.860 --> 01:23:42.260]   c'est passé
[01:23:42.260 --> 01:23:42.880]   et
